k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd.F_des.1,Bus_Cmd.q_des.1,Bus_Cmd.q_des.2,Bus_Cmd.q_des.3,Bus_Cmd.q_des.4,Bus_Cmd.q_ref.1,Bus_Cmd.q_ref.2,Bus_Cmd.q_ref.3,Bus_Cmd.q_ref.4,Bus_Cmd.Omega_ref.1,Bus_Cmd.Omega_ref.2,Bus_Cmd.Omega_ref.3,Bus_Cmd.tau_ref.1,Bus_Cmd.tau_ref.2,Bus_Cmd.tau_ref.3,Bus_Cmd.q_ext.1,Bus_Cmd.q_ext.2,Bus_Cmd.q_ext.3,Bus_Cmd.q_ext.4,Bus_Cmd.estop.1,Bus_Cmd.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
50,0.050000000000000003,0.18527362760018312,-0.19094276725971365,0.1797455499508438,0.20760618946385692,-0.7024446016197069,-5.6232774003200392,9.6499526963103115,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,-0.0027675412179512622,0,0.0055350824359025243,0,0,944,0,1154.7393727153014,1103.7775867864743,1154.3643639737015,1114.8701720961351,0,24.296222641547558,22.966253151193207,24.286246178326493,23.251294319657553
51,0.051000000000000004,0.19437966341838628,-0.18595257775599472,0.18390278790298129,0.59967733416585378,-0.45284269788303882,-5.4240405587094127,9.6499526963103115,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,-0.0027675412179512622,0,0.0055350824359025243,0,0,944,0,1161.7933165475133,1097.0213329179226,1159.5847542622735,1108.7760133878223,0,24.484400611706032,22.793862419791392,24.42537672870478,23.094387345438889
52,0.052000000000000005,0.18989668341578486,-0.1888143435912702,0.18446615067785341,0.38116435715957014,-0.5558678595949601,-5.3799688301432491,9.6499526963103115,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,-0.0027675412179512622,0,0.0055350824359025243,0,0,944,0,1163.788345178182,1094.3822500402327,1162.990431828822,1105.7205792297129,0,24.53780084056962,22.72677616151266,24.516433921403404,23.016001456259957
53,0.052999999999999999,0.19068945205809795,-0.18716004556843019,0.18536024277968616,0.4005142035954472,-0.45565043742918082,-5.3147480890859811,9.6499526963103115,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,-0.0027675412179512622,0,0.0055350824359025243,0,0,944,0,1166.799034211512,1091.3687680215246,1165.891888310663,1102.4658253908981,0,24.618535967641527,22.650345869244596,24.594190930929098,22.9327101358171
54,0.053999999999999999,0.19026518833510483,-0.1938117791376413,0.18219611491233834,0.36592838381355808,-0.72899010350732241,-5.4259000084323485,9.6499526963103115,0.99999617035047039,-0.0027675412179512622,0,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,-0.0027675412179512622,0,0.0055350824359025243,0,0,944,0,1165.1902793423624,1091.9567195921434,1165.6684443351278,1103.8205373964245,0,24.575373036564301,22.665243439290172,24.588196871043181,22.967352029981612
55,0.055,0.18867474894799249,-0.18951823224589209,0.187971788803277,0.27982187988619311,-0.5104578145794908,-5.1291367782531854,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1180.2454987064277,1100.4317879829605,1183.8573077524006,1107.3475766538556,0,24.981301790211901,22.880766845342972,25.079349205617625,23.057717871061669
56,0.056000000000000001,0.19108819791119663,-0.18730012856954054,0.18475150969024043,0.37477016607667363,-0.38573475047103267,-5.2311343367717758,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1178.00598785072,1103.2295686606853,1180.3381656468721,1110.7000333114574,0,24.920635965429817,22.952235550828881,24.983814156966009,23.143844212399387
57,0.057000000000000002,0.19154318098448705,-0.1971301234216499,0.17989303543423468,0.38273852452612517,-0.8034168313747293,-5.4012274431041085,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1173.083895823645,1106.9433124563434,1176.3594684390832,1116.4208056289549,0,24.787648805102343,23.047347482244412,24.876096524121454,23.291338362070888
58,0.058000000000000003,0.19247787229925287,-0.18844551035331469,0.1782924736709402,0.41339448700125714,-0.38937125809711115,-5.4194442785151358,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1172.6283172616802,1108.8348508668591,1173.9021271295958,1117.6082662721358,0,24.775363918207223,23.095898650897794,24.809723061412221,23.322036510770381
59,0.059000000000000004,0.19097900149322627,-0.19202150025228285,0.18275164225781218,0.33574712735652784,-0.52754500032253937,-5.1599928638675738,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1176.7059370161253,1103.9890113914967,1178.216157380743,1113.572819740529,0,24.885464297609712,22.971662748896158,24.926325028521138,23.217828377931209
60,0.059999999999999998,0.19139953748213268,-0.1915701135180724,0.18442737972963069,0.3455190945918552,-0.48563199255445694,-5.0207155607136249,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1178.6546471217025,1102.0226169141417,1179.5242566816455,1112.0738466432081,0,24.938197270718124,22.921384751255609,24.961753394420299,23.179203841086021
61,0.060999999999999999,0.19159268202703472,-0.19451293806886485,0.18305486838657195,0.34615467919563825,-0.59742285699272291,-5.0137305973016693,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1177.4785347938632,1102.8492473390415,1178.2977103138587,1113.7992105728092,0,24.906362204592423,22.942510999052981,24.928532812621956,23.223665810440828
62,0.062,0.18853537026035549,-0.19417271168479275,0.17671144322374785,0.20168980249040819,-0.56272430677021112,-5.2257069083462317,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1171.654696392714,1109.1713964585213,1172.3844713834592,1119.886188332621,0,24.749123496397271,23.104544541221063,24.768790182108745,23.381004761893617
63,0.063,0.19197348106137532,-0.19696579153509805,0.18701984187450479,0.35032286106798322,-0.67009127397940105,-4.6845807650164115,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1181.5382702655936,1098.2137103880125,1181.7682796721635,1110.3981417646405,0,25.016366381613821,22.824219442873584,25.022608499432973,23.136079148490246
64,0.064000000000000001,0.18790734361117539,-0.19802744268387568,0.18277357966108207,0.16251660420536501,-0.70080299317760952,-4.7937965446027064,9.8464918973357349,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99997414958105146,0.0069188530448781567,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1177.508106293323,1102.4479447951967,1178.0840272275627,1114.391112348683,0,24.907162313966424,22.932253152660834,24.922748306018704,23.238932743779056
65,0.065000000000000002,0.19433441428444992,-0.19157246789229762,0.18325756265960266,0.44751024387225041,-0.39473896718803186,-4.6864182808014005,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1193.7919285272735,1104.9512850746244,1192.4524482975535,1142.3937031137998,0,25.35035670078803,22.996295329065283,25.313704261385016,23.969257498633478
66,0.066000000000000003,0.19079829933520237,-0.19661486889767257,0.18385008885012208,0.28544870968959912,-0.60689310961036125,-4.5704827075640999,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1193.6525930419646,1104.3416980784341,1193.7930171911644,1141.7284521657816,0,25.346542405203714,22.980688753360916,25.350386504351011,23.951725117221521
67,0.067000000000000004,0.19662139968623779,-0.19914380028210915,0.18139731236520643,0.54519208497612603,-0.70729664769751643,-4.5880125152728644,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1191.5408901743831,1106.1675900328435,1191.4943309834889,1144.5643513614243,0,25.288781182807938,23.027457527264168,25.287508635443096,24.026525360291863
68,0.068000000000000005,0.19643822232919109,-0.19568127550636091,0.17897911140202635,0.53588270425469664,-0.53963731498368084,-4.6007201006228406,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1189.4603486947042,1108.9081907853208,1189.1766114569343,1146.4852443123386,0,25.231957583579504,23.097782565555576,25.224214734954373,24.077282348644104
69,0.069000000000000006,0.19332402273939644,-0.19684394639730932,0.18258209173797543,0.39590700744246071,-0.58141234136628739,-4.33961349441799,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1192.3624086186007,1105.5983752606812,1192.9482296814742,1142.7429132590792,0,25.311241746983438,23.012870296112858,25.327266330372733,23.978464306829924
70,0.070000000000000007,0.19538968889914604,-0.20057464996730842,0.18186059701766352,0.49010906468856169,-0.74025235488705654,-4.2700922963232069,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1191.4596398275025,1105.9356429805387,1192.6024974552558,1143.7186230365612,0,25.286560490613013,23.021512642445053,25.317808339875569,24.004201467709283
71,0.071000000000000008,0.19400964124555428,-0.20065863856222274,0.18234906979936186,0.43077808176075538,-0.73684882142683317,-4.1434948642679776,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1191.6828836937154,1105.6537400751372,1193.3472582019019,1142.9815214959144,0,25.292662385672063,23.01428883858231,25.338185219307501,23.984756532642233
72,0.072000000000000008,0.19294749028447469,-0.20170594217952759,0.17980889421831239,0.38729331530104255,-0.77863938603384808,-4.1506099214151568,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1189.0694023296994,1108.2860419547601,1191.3485200815169,1145.2368465609825,0,25.221289536723408,23.081804610017912,25.283523632531285,24.044286763620676
73,0.072999999999999995,0.20159688474873011,-0.19440470163222034,0.18304319876718433,0.78218536910062075,-0.44705027463382147,-3.895791915921694,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1193.0913483398451,1104.9476060575698,1193.3151191972479,1142.2283370891014,0,25.331182225803126,22.99620111670939,25.337305662661851,23.964898528255681
74,0.073999999999999996,0.19085610715543316,-0.1933697058758386,0.17733547190757495,0.30699968829482921,-0.39937789529582224,-4.0409702359313853,10.11261329996643,0.99997606444981646,-0.0055350824359025243,0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99999712776422778,-0.0013837706089756313,0.0013837706089756313,0.0013837706089756313,0,0,944,0,1187.0761529546387,1111.6000228511916,1188.8840498394316,1146.6529717795429,0,25.166944765089625,23.167004109480537,25.216232729584966,24.081717810873393
75,0.074999999999999997,0.19175620864666382,-0.19995559717099334,0.18195196815044321,0.35717966931206541,-0.69665184245504375,-3.7200115385105086,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1225.1033517842011,1142.5523311618028,1208.6956223771051,1148.0018062201325,0,26.21707770257202,23.973439372111699,25.760528792876467,24.117407387480419
76,0.075999999999999998,0.194212442341436,-0.19518139008092347,0.17892999299954176,0.47934739666158632,-0.48545960993515569,-3.7407991600105954,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1225.0326140225452,1143.4084563686824,1208.1932727130777,1147.7536838934375,0,26.215098250022731,23.996017867147167,25.746633020939473,24.110839457567881
77,0.076999999999999999,0.19605638631040287,-0.19945776396267598,0.18140402743104458,0.5760591105749604,-0.68358242715592488,-3.5128920374313246,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1229.048001607038,1138.4260085044598,1213.3549345740664,1142.9585916758012,0,26.327613173322778,23.864821609060456,25.889645803468468,23.984151811766914
78,0.078,0.19831058503566557,-0.19487939627168591,0.17615413448055986,0.69331596750868574,-0.48578420090584418,-3.6308844648867575,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1226.8028040118461,1141.505198989812,1210.7589411319941,1145.050590083797,0,26.264662387009309,23.945843363234829,25.817654745331073,24.039366604059651
79,0.079000000000000001,0.19141646678148952,-0.1989793340809651,0.17872458833639468,0.40129257199480745,-0.68024473451021827,-3.3959630466417758,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1230.1815015381937,1137.2930240993048,1216.4451850549221,1139.5773203251315,0,26.359431036625494,23.835057451698141,25.975513525285201,23.89509353104452
80,0.080000000000000002,0.19323837291514948,-0.19370725295234459,0.18066242290102247,0.5032217170766341,-0.45504528869589905,-3.1883627137283206,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1234.2684591378686,1133.6775510228858,1220.1651194504418,1134.7735320296695,0,26.474358729926095,23.740248650885121,26.079122978818312,23.768960994710859
81,0.081000000000000003,0.18509424810830946,-0.19197373176816993,0.18078899440812507,0.15897155037029531,-0.39040503773085611,-3.0612170014031523,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1235.8171144813659,1132.4243095964928,1223.1081708454515,1131.1653069447318,0,26.517991581745854,23.707445914067673,26.161283608500071,23.674524079633539
82,0.082000000000000003,0.19112779102198782,-0.19534524813942292,0.17813229255682542,0.45407503635010643,-0.55642509493329517,-3.0583597866304313,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1235.4001347767644,1132.3738766323211,1222.9184564623843,1131.8761707856202,0,26.50623879268873,23.706126524553543,26.155982348919419,23.693108650501053
83,0.083000000000000004,0.18710235080392601,-0.1999764334311713,0.17998734394322866,0.29858459003474297,-0.77985169497514717,-2.85188228894018,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1238.0829187014403,1128.7977260650766,1227.557934832879,1127.4862319839165,0,26.581912688513263,23.612699986776128,26.28582390000372,23.578501665088808
84,0.084000000000000005,0.19209011655344715,-0.20202114342069438,0.17827570038192997,0.54994761411816317,-0.88740258865425647,-2.8051463707024387,10.511795403912473,0.99998276646161821,-0.0041513118269268937,-0.0041513118269268937,0,1,0,0,0,0,0,0,0,0,0,0.99993776637779463,-0.0083026236538537891,0.0027675412179512626,0.0069188530448781567,0,0,944,0,1238.3174682578074,1128.1658737122198,1228.1909214482396,1127.1716711775807,0,26.588535234626967,23.59621958904258,26.303570941071683,23.570304360645206
85,0.085000000000000006,0.19123038436746889,-0.19359617662099399,0.1798292129043276,0.53978075857092522,-0.52428509641398247,-2.6110531745609125,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1226.6221952542182,1150.7221531333807,1258.716675913156,1127.2153563972909,0,26.259602698785322,24.189496805691569,27.16852702178684,23.571442657778483
86,0.086000000000000007,0.18712916159229265,-0.19279637098970939,0.1733908325833475,0.38507136668551312,-0.50385922920184423,-2.7758755138949662,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1218.8239548411268,1158.728499256124,1251.741598176925,1135.2114415528504,0,26.041737379918519,24.402519294964293,26.969319449710593,23.780440007798855
87,0.087000000000000008,0.18852281083889158,-0.19895575470451601,0.17751125711771801,0.47837158472343178,-0.79594345728054772,-2.4655521235704394,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1220.2888703678407,1155.8121489639864,1254.2231714902532,1133.8708915844429,0,26.082574344470263,24.324777432589553,27.0400870312242,23.745312009727471
88,0.087999999999999995,0.18681587640400704,-0.19243900565616648,0.17850546501724202,0.43276714578699693,-0.51745813556916431,-2.2955236437478361,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1219.7673349860122,1156.9284098441149,1253.3045611739535,1134.3093023770859,0,26.068030925187458,24.354513937477225,27.013877165570172,23.756796239810601
89,0.088999999999999996,0.19015827613752714,-0.19734155522919272,0.17370549649860809,0.61420735043566743,-0.7517823490883454,-2.3858436920269055,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1213.5181752864989,1162.2430695563323,1247.8731963918156,1141.5440354039836,0,25.89417709269155,24.496432113102564,26.859237101529175,23.946866462986577
90,0.089999999999999997,0.18950124189050482,-0.19309379540081767,0.17864810796000452,0.61523145076866481,-0.57396078435879661,-2.0379807978460089,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1216.4403852846128,1159.2809787872316,1250.6487077694458,1138.4040691016937,0,25.975380012469781,24.417265883023976,26.938190403901231,23.86424500449229
91,0.090999999999999998,0.18395628326389779,-0.18974055042728133,0.17427525381649911,0.39529025995413797,-0.43568849383383462,-2.1089876322037955,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1210.7028869561002,1165.3979982656624,1245.5965587228359,1143.8010541935685,0,25.816101713691271,24.580943263510981,26.794584567824138,24.006376697581146
92,0.091999999999999998,0.18657603381469856,-0.19228541039484615,0.17188099962057052,0.54071488028514059,-0.56201698776191911,-2.0911159475321499,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1206.8397320982456,1168.5549524701973,1242.1865591543515,1148.3620290938832,0,25.709216366670606,24.665705669730578,26.697931571708096,24.126944860715696
93,0.092999999999999999,0.18186347165616379,-0.19065261854606058,0.17213907310061197,0.35410827772424702,-0.49997261464567588,-1.9541726910647312,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1205.2185601577007,1170.1254721228331,1241.3083274354146,1149.4145690316209,0,25.664448266085202,24.707946540646411,26.673074953060876,24.154827333167056
94,0.094,0.18297494584573429,-0.19459835626937322,0.17365504477391863,0.42653533187588583,-0.6883596642902583,-1.7609658040112,10.697347941526536,0.99997606444981646,0.0069188530448781559,0,0,1,0,0,0,0,0,0,0,0,0,0.9999913832679338,0.0027675412179512622,-0.0027675412179512622,-0.0013837706089756311,0,0,944,0,1204.699087552719,1169.6574285471145,1241.6719706471804,1150.0425814400455,0,25.650114014517438,24.695352895969616,26.683365369272458,24.171474297878433
95,0.095000000000000001,0.18498983943880323,-0.19369994871790874,0.16860006881901998,0.5362690181799239,-0.65863981947107952,-1.8636358472274368,10.771813104647968,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.9999664900693227,0.0013837706089756313,-0.0041513118269268946,-0.0069188530448781567,0,0,944,0,1229.8014763218305,1167.87894276048,1207.4152492021763,1178.6034861736719,0,26.348760802385375,24.647538629808381,25.72512135002448,24.936811877773899
96,0.096000000000000002,0.18463257146264342,-0.19553548365617132,0.17402508360084465,0.53564580820708518,-0.75169583433928999,-1.4955848762894302,10.771813104647968,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.9999664900693227,0.0013837706089756313,-0.0041513118269268946,-0.0069188530448781567,0,0,944,0,1230.2750800739079,1166.4918183506077,1209.0943160853678,1177.7612905906126,0,26.362058932602718,24.610289407022961,25.771560765660741,24.914013368348982
